report_date,metric_family,channel,risk_grade,campaign_id,origination_month,months_on_book,applications,approvals,accepted,funded_count,requested_amount,funded_amount,active_loans,outstanding_principal,amount_due,amount_paid,collection_rate,dpd_1_balance,dpd_7_balance,dpd_30_balance,dpd_90_balance,touches,opens,clicks,dpd_30_rate
2026-08-18,credit,partner,A,,,0,5,1,1,1,118655.32,5050.84,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,partner,C,,,0,5,1,1,1,91111.46,5288.16,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,partner,D,,,0,5,3,2,1,120842.46,29996.63,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,referral,B,,,0,3,1,1,0,53791.25,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,referral,C,,,0,4,1,1,1,85554.81,17881.12,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,referral,D,,,0,3,0,0,0,52314.26,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,referral,E,,,0,1,0,0,0,11227.56,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,sms,A,,,0,2,1,1,1,44525.57,27641.75,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,sms,B,,,0,4,2,2,2,89238.41,41418.79,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,credit,sms,C,,,0,1,0,0,0,37421.91,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
2026-08-18,portfolio,,A,,,0,0,0,0,0,0,0,222,201198.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2026-08-18,portfolio,,B,,,0,0,0,0,0,0,0,336,496945.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2026-08-18,portfolio,,C,,,0,0,0,0,0,0,0,498,562010.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2026-08-18,portfolio,,D,,,0,0,0,0,0,0,0,228,269572.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2026-08-18,portfolio,,E,,,0,0,0,0,0,0,0,114,171376.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2026-08-18,campaign,organic,,CAMP-202608-ORGANIC,,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,21,7,1,0.0
2026-08-18,campaign,paid_search,,CAMP-202608-PAID_SEARCH,,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,10,2,2,0.0
2026-08-18,campaign,partner,,CAMP-202608-PARTNER,,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,8,2,3,0.0
2026-08-18,campaign,referral,,CAMP-202608-REFERRAL,,0,1,0,0,1,0,17881.12,0,0,0,0,0.0,0,0,0,0,10,2,2,0.0
2026-08-18,campaign,sms,,CAMP-202608-SMS,,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,4,1,1,0.0
2026-08-18,vintage,,,,2026-08-01,0,0,0,0,0,0,0,1398,1701104.65,0,0,0.0,0,0,0.0,0,0,0,0,0.0
